,Time,Open,High,Low,Close,Volume
360,2025-05-16T09:45:00.000,1454.9,1455,1454.7,1454.7,35906
361,2025-05-16T09:46:00.000,1454.8,1455.4,1454.7,1455.2,37936
362,2025-05-16T09:47:00.000,1455.3,1455.3,1454.5,1454.6,42284
363,2025-05-16T09:48:00.000,1454.6,1454.6,1453.9,1453.9,62762
364,2025-05-16T09:49:00.000,1453.9,1454,1453.6,1453.6,31416
365,2025-05-16T09:50:00.000,1453.7,1453.7,1452.8,1452.9,51882
366,2025-05-16T09:51:00.000,1452.9,1453,1451,1451.1,71490
367,2025-05-16T09:52:00.000,1451.3,1452.4,1450.7,1451.8,41340
368,2025-05-16T09:53:00.000,1451.8,1452,1451.1,1451.4,56275
369,2025-05-16T09:54:00.000,1451.4,1452.9,1451.3,1452.7,47658
370,2025-05-16T09:55:00.000,1452.6,1453,1452.3,1452.3,32756
371,2025-05-16T09:56:00.000,1452.4,1452.5,1451.7,1451.9,62199
372,2025-05-16T09:57:00.000,1451.9,1452,1451.4,1451.4,68128
373,2025-05-16T09:58:00.000,1451.5,1452.3,1450.8,1451.5,77082
374,2025-05-16T09:59:00.000,1452.1,1452.5,1451.2,1452.4,15581
